Summary:
  Temperature Count: 5907
  Humidity Count: 5907
Alerts:
  [high_temp_or_humidity]
Date: 2024-10-30, Temp: 31, Humidity: 81, Light: 160, Time: 14:21:32, Recorded By: Sensor4
Date: 2024-10-18, Temp: 35, Humidity: 94, Light: 81, Time: 01:32:50, Recorded By: Sensor1
Date: 2024-09-03, Temp: 34, Humidity: 74, Light: 25, Time: 07:23:05, Recorded By: Sensor1
Date: 2024-12-04, Temp: 39, Humidity: 90, Light: 89, Time: 09:57:29, Recorded By: Sensor3
Date: 2024-12-07, Temp: 33, Humidity: 71, Light: 143, Time: 09:01:24, Recorded By: Sensor4
Date: 2024-11-26, Temp: 30, Humidity: 74, Light: 241, Time: 23:35:09, Recorded By: Sensor3
Date: 2024-09-06, Temp: 33, Humidity: 98, Light: 95, Time: 12:42:35, Recorded By: Sensor2
Date: 2024-06-04, Temp: 34, Humidity: 87, Light: 35, Time: 22:07:09, Recorded By: Sensor2
Date: 2024-02-15, Temp: 36, Humidity: 73, Light: 239, Time: 12:22:46, Recorded By: Sensor1
Date: 2024-04-20, Temp: 35, Humidity: 91, Light: 233, Time: 20:12:54, Recorded By: Sensor1
Date: 2024-12-02, Temp: 38, Humidity: 73, Light: 119, Time: 01:20:23, Recorded By: Sensor4
Date: 2024-02-18, Temp: 40, Humidity: 80, Light: 107, Time: 13:26:43, Recorded By: Sensor4
Date: 2024-07-18, Temp: 40, Humidity: 70, Light: 170, Time: 21:20:44, Recorded By: Sensor3
Date: 2024-08-21, Temp: 33, Humidity: 73, Light: 238, Time: 15:05:26, Recorded By: Sensor2
Date: 2024-11-04, Temp: 37, Humidity: 93, Light: 293, Time: 02:35:23, Recorded By: Sensor2
Date: 2024-06-27, Temp: 38, Humidity: 91, Light: 109, Time: 12:51:36, Recorded By: Sensor3
Date: 2024-12-24, Temp: 30, Humidity: 99, Light: 140, Time: 20:08:42, Recorded By: Sensor3
Date: 2024-03-24, Temp: 30, Humidity: 87, Light: 244, Time: 22:49:13, Recorded By: Sensor1
Date: 2024-12-28, Temp: 35, Humidity: 94, Light: 62, Time: 08:10:39, Recorded By: Sensor2
Date: 2024-08-12, Temp: 38, Humidity: 95, Light: 240, Time: 10:45:53, Recorded By: Sensor1
Date: 2024-05-16, Temp: 37, Humidity: 96, Light: 76, Time: 14:49:57, Recorded By: Sensor4
Date: 2024-11-07, Temp: 33, Humidity: 70, Light: 28, Time: 22:52:03, Recorded By: Sensor3
Date: 2024-07-27, Temp: 30, Humidity: 86, Light: 236, Time: 15:40:55, Recorded By: Sensor2
Date: 2024-01-12, Temp: 34, Humidity: 84, Light: 226, Time: 02:29:14, Recorded By: Sensor4
Date: 2024-10-20, Temp: 36, Humidity: 98, Light: 33, Time: 10:01:08, Recorded By: Sensor4
Date: 2024-10-21, Temp: 33, Humidity: 85, Light: 75, Time: 13:05:11, Recorded By: Sensor2
Date: 2024-07-16, Temp: 33, Humidity: 94, Light: 85, Time: 03:15:16, Recorded By: Sensor4
Date: 2024-02-12, Temp: 36, Humidity: 98, Light: 46, Time: 07:58:03, Recorded By: Sensor4
Date: 2024-06-03, Temp: 30, Humidity: 75, Light: 141, Time: 12:15:33, Recorded By: Sensor1
Date: 2024-02-27, Temp: 33, Humidity: 82, Light: 144, Time: 12:06:39, Recorded By: Sensor4
Date: 2024-11-01, Temp: 38, Humidity: 90, Light: 284, Time: 18:18:44, Recorded By: Sensor4
Date: 2024-12-16, Temp: 35, Humidity: 98, Light: 221, Time: 10:19:43, Recorded By: Sensor4
Date: 2024-01-26, Temp: 37, Humidity: 94, Light: 280, Time: 18:48:57, Recorded By: Sensor2
Date: 2024-03-28, Temp: 39, Humidity: 72, Light: 85, Time: 02:40:52, Recorded By: Sensor3
Date: 2024-04-13, Temp: 38, Humidity: 89, Light: 283, Time: 22:46:01, Recorded By: Sensor2
Date: 2024-08-17, Temp: 40, Humidity: 87, Light: 251, Time: 08:12:07, Recorded By: Sensor1
Date: 2024-10-07, Temp: 30, Humidity: 81, Light: 256, Time: 23:01:29, Recorded By: Sensor1
Date: 2024-01-15, Temp: 40, Humidity: 88, Light: 59, Time: 09:24:18, Recorded By: Sensor2
Date: 2024-11-23, Temp: 32, Humidity: 73, Light: 230, Time: 01:46:45, Recorded By: Sensor2
Date: 2024-05-16, Temp: 32, Humidity: 70, Light: 124, Time: 15:15:37, Recorded By: Sensor4
Date: 2024-03-27, Temp: 35, Humidity: 86, Light: 80, Time: 10:30:11, Recorded By: Sensor1
Date: 2024-12-25, Temp: 39, Humidity: 98, Light: 38, Time: 16:35:08, Recorded By: Sensor4
Date: 2024-07-01, Temp: 39, Humidity: 70, Light: 281, Time: 05:06:09, Recorded By: Sensor3
Date: 2024-09-20, Temp: 38, Humidity: 78, Light: 140, Time: 20:11:15, Recorded By: Sensor1
Date: 2024-11-20, Temp: 35, Humidity: 75, Light: 33, Time: 07:07:45, Recorded By: Sensor3
Date: 2024-05-05, Temp: 35, Humidity: 100, Light: 190, Time: 03:33:22, Recorded By: Sensor4
Date: 2024-01-12, Temp: 34, Humidity: 99, Light: 129, Time: 22:41:58, Recorded By: Sensor2
Date: 2024-11-03, Temp: 30, Humidity: 77, Light: 138, Time: 05:02:24, Recorded By: Sensor3
Date: 2024-03-20, Temp: 32, Humidity: 87, Light: 141, Time: 11:53:05, Recorded By: Sensor3
Date: 2024-11-21, Temp: 35, Humidity: 72, Light: 77, Time: 09:05:19, Recorded By: Sensor2
Date: 2024-11-27, Temp: 37, Humidity: 78, Light: 294, Time: 11:17:29, Recorded By: Sensor1
Date: 2024-09-10, Temp: 31, Humidity: 99, Light: 45, Time: 07:52:45, Recorded By: Sensor2
Date: 2024-03-06, Temp: 30, Humidity: 76, Light: 116, Time: 22:36:10, Recorded By: Sensor3
Date: 2024-10-21, Temp: 34, Humidity: 100, Light: 97, Time: 02:46:03, Recorded By: Sensor4
Date: 2024-09-24, Temp: 31, Humidity: 73, Light: 264, Time: 20:40:33, Recorded By: Sensor2
Date: 2024-12-17, Temp: 30, Humidity: 72, Light: 131, Time: 11:57:48, Recorded By: Sensor2
Date: 2024-08-19, Temp: 35, Humidity: 95, Light: 187, Time: 18:18:02, Recorded By: Sensor4
Date: 2024-07-08, Temp: 31, Humidity: 77, Light: 103, Time: 20:31:58, Recorded By: Sensor2
Date: 2024-09-24, Temp: 30, Humidity: 77, Light: 150, Time: 03:54:22, Recorded By: Sensor4
Date: 2024-02-16, Temp: 40, Humidity: 71, Light: 63, Time: 15:43:38, Recorded By: Sensor3
Date: 2024-05-21, Temp: 36, Humidity: 99, Light: 136, Time: 03:44:02, Recorded By: Sensor1
Date: 2024-04-29, Temp: 33, Humidity: 100, Light: 284, Time: 08:12:11, Recorded By: Sensor1
Date: 2024-04-23, Temp: 31, Humidity: 88, Light: 25, Time: 02:59:58, Recorded By: Sensor2
Date: 2024-03-13, Temp: 31, Humidity: 81, Light: 147, Time: 07:11:29, Recorded By: Sensor3
Date: 2024-03-25, Temp: 32, Humidity: 100, Light: 73, Time: 12:52:11, Recorded By: Sensor4
Date: 2024-10-16, Temp: 34, Humidity: 85, Light: 52, Time: 22:16:17, Recorded By: Sensor1
Date: 2024-11-05, Temp: 33, Humidity: 76, Light: 47, Time: 15:54:15, Recorded By: Sensor1
Date: 2024-07-31, Temp: 33, Humidity: 95, Light: 202, Time: 03:24:26, Recorded By: Sensor4
Date: 2024-11-10, Temp: 32, Humidity: 80, Light: 109, Time: 07:51:07, Recorded By: Sensor3
Date: 2024-03-11, Temp: 38, Humidity: 93, Light: 152, Time: 22:44:52, Recorded By: Sensor1
Date: 2024-10-03, Temp: 40, Humidity: 70, Light: 141, Time: 06:38:26, Recorded By: Sensor3
Date: 2024-08-29, Temp: 37, Humidity: 74, Light: 204, Time: 14:58:40, Recorded By: Sensor1
Date: 2024-08-06, Temp: 33, Humidity: 76, Light: 26, Time: 10:27:36, Recorded By: Sensor2
Date: 2024-06-27, Temp: 39, Humidity: 80, Light: 147, Time: 22:57:34, Recorded By: Sensor1
Date: 2024-05-08, Temp: 39, Humidity: 84, Light: 115, Time: 10:46:33, Recorded By: Sensor4
Date: 2024-06-03, Temp: 34, Humidity: 83, Light: 47, Time: 20:01:03, Recorded By: Sensor3
Date: 2024-06-27, Temp: 31, Humidity: 79, Light: 226, Time: 15:46:22, Recorded By: Sensor2
Date: 2024-12-25, Temp: 38, Humidity: 75, Light: 158, Time: 07:23:21, Recorded By: Sensor4
Date: 2024-07-26, Temp: 30, Humidity: 82, Light: 30, Time: 08:24:06, Recorded By: Sensor3
Date: 2024-04-27, Temp: 32, Humidity: 88, Light: 156, Time: 09:11:54, Recorded By: Sensor3
Date: 2024-02-21, Temp: 31, Humidity: 85, Light: 224, Time: 19:35:01, Recorded By: Sensor1
Date: 2024-02-19, Temp: 32, Humidity: 70, Light: 70, Time: 15:37:13, Recorded By: Sensor3
Date: 2024-05-12, Temp: 31, Humidity: 97, Light: 99, Time: 21:45:16, Recorded By: Sensor3
Date: 2024-09-17, Temp: 32, Humidity: 81, Light: 89, Time: 01:22:18, Recorded By: Sensor2
Date: 2024-08-11, Temp: 39, Humidity: 92, Light: 155, Time: 05:39:41, Recorded By: Sensor3
Date: 2024-12-16, Temp: 38, Humidity: 92, Light: 291, Time: 23:56:03, Recorded By: Sensor1
Date: 2024-08-09, Temp: 36, Humidity: 92, Light: 234, Time: 02:48:16, Recorded By: Sensor1
Date: 2024-05-28, Temp: 34, Humidity: 98, Light: 252, Time: 18:32:19, Recorded By: Sensor1
Date: 2024-02-08, Temp: 38, Humidity: 85, Light: 261, Time: 22:03:09, Recorded By: Sensor3
Date: 2024-11-26, Temp: 31, Humidity: 84, Light: 191, Time: 10:30:12, Recorded By: Sensor4
Date: 2024-03-31, Temp: 36, Humidity: 94, Light: 112, Time: 07:39:34, Recorded By: Sensor3
Date: 2024-08-12, Temp: 38, Humidity: 84, Light: 126, Time: 07:22:59, Recorded By: Sensor1
Date: 2024-01-29, Temp: 34, Humidity: 78, Light: 63, Time: 19:29:49, Recorded By: Sensor3
Date: 2024-10-28, Temp: 34, Humidity: 72, Light: 251, Time: 13:24:54, Recorded By: Sensor3
Date: 2024-01-02, Temp: 33, Humidity: 86, Light: 122, Time: 02:31:03, Recorded By: Sensor4
Date: 2024-03-09, Temp: 38, Humidity: 74, Light: 69, Time: 10:28:06, Recorded By: Sensor1
Date: 2024-01-13, Temp: 31, Humidity: 78, Light: 182, Time: 23:35:47, Recorded By: Sensor3
Date: 2024-09-12, Temp: 38, Humidity: 75, Light: 84, Time: 15:28:23, Recorded By: Sensor1
Date: 2024-02-20, Temp: 39, Humidity: 89, Light: 210, Time: 08:09:44, Recorded By: Sensor2
Date: 2024-03-26, Temp: 33, Humidity: 95, Light: 124, Time: 12:31:06, Recorded By: Sensor2
Date: 2024-05-25, Temp: 32, Humidity: 76, Light: 133, Time: 11:49:17, Recorded By: Sensor2
Date: 2024-03-20, Temp: 38, Humidity: 92, Light: 241, Time: 07:46:10, Recorded By: Sensor2
Date: 2024-09-27, Temp: 35, Humidity: 93, Light: 40, Time: 16:59:13, Recorded By: Sensor4
Date: 2024-08-10, Temp: 31, Humidity: 84, Light: 122, Time: 22:08:12, Recorded By: Sensor1
Date: 2024-11-19, Temp: 31, Humidity: 79, Light: 104, Time: 19:54:38, Recorded By: Sensor1
Date: 2024-06-07, Temp: 39, Humidity: 72, Light: 42, Time: 03:35:48, Recorded By: Sensor1
Date: 2024-02-06, Temp: 35, Humidity: 82, Light: 163, Time: 13:11:45, Recorded By: Sensor3
Date: 2024-04-24, Temp: 31, Humidity: 80, Light: 190, Time: 08:51:59, Recorded By: Sensor3
Date: 2024-03-02, Temp: 32, Humidity: 88, Light: 43, Time: 19:34:19, Recorded By: Sensor4
Date: 2024-01-03, Temp: 38, Humidity: 71, Light: 300, Time: 11:57:32, Recorded By: Sensor3
Date: 2024-07-29, Temp: 31, Humidity: 90, Light: 99, Time: 20:08:05, Recorded By: Sensor1
Date: 2024-02-29, Temp: 35, Humidity: 97, Light: 299, Time: 05:04:52, Recorded By: Sensor3
Date: 2024-02-22, Temp: 40, Humidity: 98, Light: 24, Time: 13:55:22, Recorded By: Sensor3
Date: 2024-06-21, Temp: 39, Humidity: 92, Light: 223, Time: 20:06:40, Recorded By: Sensor2
Date: 2024-07-13, Temp: 34, Humidity: 70, Light: 168, Time: 21:43:07, Recorded By: Sensor1
Date: 2024-01-21, Temp: 40, Humidity: 94, Light: 164, Time: 08:19:01, Recorded By: Sensor4
Date: 2024-03-13, Temp: 31, Humidity: 75, Light: 202, Time: 11:19:45, Recorded By: Sensor1
Date: 2024-10-10, Temp: 31, Humidity: 77, Light: 172, Time: 21:34:23, Recorded By: Sensor3
Date: 2024-01-14, Temp: 32, Humidity: 77, Light: 294, Time: 23:35:05, Recorded By: Sensor1
Date: 2024-01-03, Temp: 37, Humidity: 99, Light: 105, Time: 19:28:23, Recorded By: Sensor4
Date: 2024-07-16, Temp: 39, Humidity: 96, Light: 252, Time: 19:44:55, Recorded By: Sensor1
Date: 2024-07-06, Temp: 33, Humidity: 73, Light: 287, Time: 02:05:30, Recorded By: Sensor2
Date: 2024-09-22, Temp: 34, Humidity: 82, Light: 53, Time: 20:06:30, Recorded By: Sensor3
Date: 2024-03-31, Temp: 34, Humidity: 72, Light: 255, Time: 07:19:22, Recorded By: Sensor4
Date: 2024-11-04, Temp: 39, Humidity: 85, Light: 255, Time: 05:13:04, Recorded By: Sensor1
Date: 2024-04-08, Temp: 38, Humidity: 88, Light: 219, Time: 07:27:10, Recorded By: Sensor2
Date: 2024-01-24, Temp: 38, Humidity: 88, Light: 233, Time: 04:04:26, Recorded By: Sensor4
Date: 2024-08-30, Temp: 40, Humidity: 70, Light: 25, Time: 14:12:39, Recorded By: Sensor2
Date: 2024-01-15, Temp: 39, Humidity: 78, Light: 80, Time: 21:17:08, Recorded By: Sensor2
Date: 2024-04-20, Temp: 39, Humidity: 99, Light: 132, Time: 16:52:52, Recorded By: Sensor1
Date: 2024-01-16, Temp: 33, Humidity: 77, Light: 146, Time: 08:18:26, Recorded By: Sensor4
Date: 2024-07-25, Temp: 33, Humidity: 76, Light: 211, Time: 15:40:33, Recorded By: Sensor4
Date: 2024-01-03, Temp: 39, Humidity: 89, Light: 31, Time: 23:53:22, Recorded By: Sensor1
Date: 2024-05-28, Temp: 40, Humidity: 77, Light: 102, Time: 22:38:37, Recorded By: Sensor3
Date: 2024-09-29, Temp: 31, Humidity: 74, Light: 285, Time: 20:17:19, Recorded By: Sensor3
Date: 2024-03-14, Temp: 39, Humidity: 76, Light: 140, Time: 04:38:41, Recorded By: Sensor2
Date: 2024-02-04, Temp: 38, Humidity: 78, Light: 161, Time: 10:20:29, Recorded By: Sensor1
Date: 2024-05-14, Temp: 36, Humidity: 92, Light: 292, Time: 14:15:54, Recorded By: Sensor4
Date: 2024-08-20, Temp: 36, Humidity: 96, Light: 87, Time: 15:19:30, Recorded By: Sensor2
Date: 2024-12-27, Temp: 33, Humidity: 94, Light: 64, Time: 14:47:31, Recorded By: Sensor1
Date: 2024-01-08, Temp: 36, Humidity: 86, Light: 257, Time: 07:13:08, Recorded By: Sensor2
Date: 2024-07-01, Temp: 39, Humidity: 92, Light: 34, Time: 19:58:51, Recorded By: Sensor3
Date: 2024-11-05, Temp: 30, Humidity: 98, Light: 155, Time: 08:28:38, Recorded By: Sensor3
Date: 2024-01-07, Temp: 33, Humidity: 75, Light: 135, Time: 04:40:14, Recorded By: Sensor4
Date: 2024-10-26, Temp: 34, Humidity: 70, Light: 43, Time: 22:19:42, Recorded By: Sensor4
Date: 2024-07-05, Temp: 38, Humidity: 83, Light: 227, Time: 07:49:45, Recorded By: Sensor3
Date: 2024-12-19, Temp: 30, Humidity: 98, Light: 50, Time: 22:24:02, Recorded By: Sensor4
Date: 2024-06-10, Temp: 30, Humidity: 80, Light: 287, Time: 22:20:41, Recorded By: Sensor2
Date: 2024-02-05, Temp: 34, Humidity: 86, Light: 280, Time: 04:35:05, Recorded By: Sensor1
Date: 2024-02-26, Temp: 35, Humidity: 100, Light: 256, Time: 07:43:47, Recorded By: Sensor4
Date: 2024-06-21, Temp: 35, Humidity: 77, Light: 291, Time: 18:57:33, Recorded By: Sensor2
Date: 2024-12-02, Temp: 40, Humidity: 70, Light: 49, Time: 16:53:39, Recorded By: Sensor1
Date: 2024-09-28, Temp: 37, Humidity: 93, Light: 268, Time: 19:14:49, Recorded By: Sensor2
Date: 2024-07-12, Temp: 33, Humidity: 89, Light: 281, Time: 17:20:58, Recorded By: Sensor3
Date: 2024-12-15, Temp: 30, Humidity: 72, Light: 286, Time: 13:01:29, Recorded By: Sensor2
Date: 2024-01-23, Temp: 31, Humidity: 72, Light: 254, Time: 19:44:31, Recorded By: Sensor1
Date: 2024-11-21, Temp: 35, Humidity: 74, Light: 119, Time: 06:33:57, Recorded By: Sensor1
Date: 2024-06-15, Temp: 36, Humidity: 88, Light: 108, Time: 13:13:58, Recorded By: Sensor2
Date: 2024-01-08, Temp: 32, Humidity: 77, Light: 268, Time: 16:25:39, Recorded By: Sensor3
Date: 2024-06-28, Temp: 40, Humidity: 70, Light: 81, Time: 07:42:37, Recorded By: Sensor3
Date: 2024-11-27, Temp: 40, Humidity: 93, Light: 159, Time: 22:49:10, Recorded By: Sensor3
Date: 2024-07-21, Temp: 31, Humidity: 71, Light: 286, Time: 06:50:38, Recorded By: Sensor4
Date: 2024-04-01, Temp: 35, Humidity: 83, Light: 68, Time: 17:49:27, Recorded By: Sensor2
Date: 2024-03-05, Temp: 33, Humidity: 84, Light: 147, Time: 20:13:30, Recorded By: Sensor2
Date: 2024-04-03, Temp: 30, Humidity: 80, Light: 159, Time: 15:24:35, Recorded By: Sensor2
Date: 2024-08-01, Temp: 39, Humidity: 96, Light: 93, Time: 12:44:19, Recorded By: Sensor2
Date: 2024-03-11, Temp: 36, Humidity: 77, Light: 280, Time: 16:54:43, Recorded By: Sensor1
Date: 2024-01-30, Temp: 39, Humidity: 76, Light: 65, Time: 03:58:22, Recorded By: Sensor3
Date: 2024-10-20, Temp: 30, Humidity: 90, Light: 63, Time: 09:35:59, Recorded By: Sensor3
Date: 2024-05-01, Temp: 30, Humidity: 82, Light: 43, Time: 03:15:11, Recorded By: Sensor2
Date: 2024-02-21, Temp: 36, Humidity: 83, Light: 238, Time: 09:03:19, Recorded By: Sensor3
Date: 2024-12-22, Temp: 34, Humidity: 89, Light: 140, Time: 05:28:07, Recorded By: Sensor2
Date: 2024-02-16, Temp: 36, Humidity: 97, Light: 256, Time: 09:01:03, Recorded By: Sensor3
Date: 2024-06-13, Temp: 30, Humidity: 91, Light: 292, Time: 21:40:23, Recorded By: Sensor3
Date: 2024-03-05, Temp: 34, Humidity: 86, Light: 124, Time: 15:09:40, Recorded By: Sensor3
Date: 2024-12-27, Temp: 33, Humidity: 79, Light: 250, Time: 08:10:44, Recorded By: Sensor1
Date: 2024-05-29, Temp: 40, Humidity: 86, Light: 109, Time: 17:42:25, Recorded By: Sensor4
Date: 2024-12-03, Temp: 31, Humidity: 88, Light: 142, Time: 09:49:15, Recorded By: Sensor1
Date: 2024-09-27, Temp: 36, Humidity: 98, Light: 70, Time: 04:56:13, Recorded By: Sensor2
Date: 2024-08-10, Temp: 39, Humidity: 83, Light: 292, Time: 13:18:36, Recorded By: Sensor2
Date: 2024-07-05, Temp: 38, Humidity: 81, Light: 51, Time: 23:47:10, Recorded By: Sensor4
Date: 2024-03-12, Temp: 38, Humidity: 96, Light: 64, Time: 04:10:35, Recorded By: Sensor3
Date: 2024-01-27, Temp: 31, Humidity: 93, Light: 113, Time: 22:53:06, Recorded By: Sensor1
Date: 2024-08-21, Temp: 30, Humidity: 82, Light: 26, Time: 16:54:49, Recorded By: Sensor4
Date: 2024-03-09, Temp: 37, Humidity: 76, Light: 237, Time: 18:27:48, Recorded By: Sensor3
Date: 2024-10-06, Temp: 37, Humidity: 96, Light: 185, Time: 23:13:47, Recorded By: Sensor4
Date: 2024-11-27, Temp: 38, Humidity: 95, Light: 54, Time: 08:48:29, Recorded By: Sensor3
Date: 2024-12-15, Temp: 36, Humidity: 88, Light: 117, Time: 18:21:56, Recorded By: Sensor3
Date: 2024-01-14, Temp: 38, Humidity: 90, Light: 38, Time: 18:22:20, Recorded By: Sensor2
Date: 2024-06-08, Temp: 39, Humidity: 80, Light: 196, Time: 13:44:19, Recorded By: Sensor1
Date: 2024-11-22, Temp: 36, Humidity: 74, Light: 143, Time: 02:37:31, Recorded By: Sensor1
Date: 2024-08-02, Temp: 40, Humidity: 76, Light: 236, Time: 04:39:45, Recorded By: Sensor4
Date: 2024-11-03, Temp: 32, Humidity: 80, Light: 93, Time: 08:17:57, Recorded By: Sensor1
Date: 2024-11-25, Temp: 35, Humidity: 72, Light: 145, Time: 05:17:29, Recorded By: Sensor1
Date: 2024-01-29, Temp: 31, Humidity: 77, Light: 161, Time: 07:07:44, Recorded By: Sensor2
Date: 2024-06-13, Temp: 38, Humidity: 85, Light: 216, Time: 21:10:48, Recorded By: Sensor1
Date: 2024-02-17, Temp: 35, Humidity: 78, Light: 192, Time: 15:04:54, Recorded By: Sensor4
Date: 2024-06-10, Temp: 34, Humidity: 91, Light: 68, Time: 15:09:15, Recorded By: Sensor2
Date: 2024-08-28, Temp: 31, Humidity: 83, Light: 177, Time: 08:32:21, Recorded By: Sensor4
Date: 2024-12-14, Temp: 36, Humidity: 98, Light: 203, Time: 20:07:18, Recorded By: Sensor4
Date: 2024-05-06, Temp: 32, Humidity: 89, Light: 217, Time: 06:08:21, Recorded By: Sensor4
Date: 2024-02-29, Temp: 32, Humidity: 88, Light: 171, Time: 19:01:58, Recorded By: Sensor4
Date: 2024-07-29, Temp: 38, Humidity: 70, Light: 120, Time: 15:24:07, Recorded By: Sensor1
Date: 2024-05-21, Temp: 34, Humidity: 96, Light: 237, Time: 22:24:16, Recorded By: Sensor2
Date: 2024-03-16, Temp: 39, Humidity: 84, Light: 198, Time: 21:53:23, Recorded By: Sensor3
Date: 2024-09-04, Temp: 30, Humidity: 76, Light: 163, Time: 04:16:17, Recorded By: Sensor2
Date: 2024-05-02, Temp: 38, Humidity: 100, Light: 86, Time: 21:41:42, Recorded By: Sensor2
Date: 2024-03-21, Temp: 39, Humidity: 78, Light: 158, Time: 15:09:27, Recorded By: Sensor1
Date: 2024-08-24, Temp: 38, Humidity: 74, Light: 189, Time: 12:04:28, Recorded By: Sensor1
Date: 2024-10-14, Temp: 31, Humidity: 79, Light: 189, Time: 04:18:05, Recorded By: Sensor2
Date: 2024-02-14, Temp: 32, Humidity: 83, Light: 122, Time: 04:25:52, Recorded By: Sensor4
Date: 2024-07-13, Temp: 33, Humidity: 79, Light: 154, Time: 09:54:36, Recorded By: Sensor3
Date: 2024-05-17, Temp: 39, Humidity: 77, Light: 139, Time: 04:20:07, Recorded By: Sensor3
Date: 2024-10-13, Temp: 36, Humidity: 85, Light: 138, Time: 13:58:29, Recorded By: Sensor4
Date: 2024-02-10, Temp: 31, Humidity: 91, Light: 194, Time: 10:20:16, Recorded By: Sensor2
Date: 2024-10-09, Temp: 40, Humidity: 72, Light: 108, Time: 10:41:41, Recorded By: Sensor2
Date: 2024-10-24, Temp: 30, Humidity: 95, Light: 273, Time: 16:42:17, Recorded By: Sensor4
Date: 2024-01-09, Temp: 35, Humidity: 98, Light: 133, Time: 18:03:44, Recorded By: Sensor4
Date: 2024-11-02, Temp: 37, Humidity: 100, Light: 100, Time: 20:24:12, Recorded By: Sensor2
Date: 2024-10-03, Temp: 30, Humidity: 71, Light: 46, Time: 02:01:39, Recorded By: Sensor1
Date: 2024-08-27, Temp: 36, Humidity: 83, Light: 113, Time: 08:47:04, Recorded By: Sensor2
Date: 2024-02-10, Temp: 39, Humidity: 97, Light: 44, Time: 20:26:58, Recorded By: Sensor4
Date: 2024-02-13, Temp: 35, Humidity: 87, Light: 128, Time: 01:08:11, Recorded By: Sensor3
Date: 2024-03-30, Temp: 40, Humidity: 89, Light: 124, Time: 06:46:51, Recorded By: Sensor4
Date: 2024-09-27, Temp: 34, Humidity: 71, Light: 157, Time: 04:14:33, Recorded By: Sensor3
Date: 2024-11-03, Temp: 39, Humidity: 78, Light: 208, Time: 08:19:42, Recorded By: Sensor2
Date: 2024-06-12, Temp: 35, Humidity: 100, Light: 214, Time: 23:33:14, Recorded By: Sensor4
Date: 2024-07-09, Temp: 38, Humidity: 82, Light: 289, Time: 21:28:12, Recorded By: Sensor2
Date: 2024-11-04, Temp: 39, Humidity: 81, Light: 162, Time: 10:22:56, Recorded By: Sensor2
Date: 2024-09-18, Temp: 34, Humidity: 76, Light: 297, Time: 08:10:34, Recorded By: Sensor2
Date: 2024-12-04, Temp: 30, Humidity: 75, Light: 100, Time: 14:44:44, Recorded By: Sensor2
Date: 2024-09-03, Temp: 31, Humidity: 84, Light: 67, Time: 18:04:35, Recorded By: Sensor4
Date: 2024-09-26, Temp: 39, Humidity: 83, Light: 170, Time: 09:25:47, Recorded By: Sensor4
Date: 2024-08-12, Temp: 31, Humidity: 95, Light: 258, Time: 17:29:20, Recorded By: Sensor4
Date: 2024-11-21, Temp: 30, Humidity: 76, Light: 122, Time: 20:27:56, Recorded By: Sensor1
Date: 2024-12-26, Temp: 33, Humidity: 70, Light: 200, Time: 16:23:26, Recorded By: Sensor2
Date: 2024-06-01, Temp: 38, Humidity: 93, Light: 253, Time: 07:26:04, Recorded By: Sensor4
Date: 2024-10-10, Temp: 32, Humidity: 84, Light: 210, Time: 23:21:18, Recorded By: Sensor4
Date: 2024-11-06, Temp: 39, Humidity: 74, Light: 247, Time: 01:19:53, Recorded By: Sensor2
Date: 2024-08-20, Temp: 40, Humidity: 94, Light: 89, Time: 15:13:20, Recorded By: Sensor1
Date: 2024-04-03, Temp: 37, Humidity: 76, Light: 196, Time: 14:04:03, Recorded By: Sensor3
Date: 2024-01-25, Temp: 40, Humidity: 85, Light: 114, Time: 13:16:02, Recorded By: Sensor3
Date: 2024-11-13, Temp: 35, Humidity: 81, Light: 174, Time: 19:33:50, Recorded By: Sensor2
Date: 2024-06-15, Temp: 40, Humidity: 79, Light: 92, Time: 04:32:56, Recorded By: Sensor1
Date: 2024-05-18, Temp: 36, Humidity: 76, Light: 269, Time: 14:56:35, Recorded By: Sensor1
Date: 2024-07-04, Temp: 30, Humidity: 94, Light: 231, Time: 02:22:54, Recorded By: Sensor2
Date: 2024-06-20, Temp: 38, Humidity: 89, Light: 125, Time: 09:43:29, Recorded By: Sensor1
Date: 2024-05-31, Temp: 40, Humidity: 80, Light: 171, Time: 07:48:17, Recorded By: Sensor4
Date: 2024-05-16, Temp: 38, Humidity: 76, Light: 111, Time: 14:49:46, Recorded By: Sensor3
Date: 2024-06-18, Temp: 31, Humidity: 97, Light: 49, Time: 03:49:19, Recorded By: Sensor2
Date: 2024-02-22, Temp: 34, Humidity: 77, Light: 82, Time: 15:26:01, Recorded By: Sensor1
Date: 2024-11-10, Temp: 30, Humidity: 84, Light: 196, Time: 02:43:55, Recorded By: Sensor4
Date: 2024-03-18, Temp: 36, Humidity: 84, Light: 209, Time: 03:24:09, Recorded By: Sensor2
Date: 2024-08-09, Temp: 30, Humidity: 86, Light: 196, Time: 22:25:50, Recorded By: Sensor1
Date: 2024-01-26, Temp: 32, Humidity: 82, Light: 48, Time: 08:47:24, Recorded By: Sensor1
Date: 2024-03-16, Temp: 36, Humidity: 76, Light: 221, Time: 15:04:34, Recorded By: Sensor4
Date: 2024-03-01, Temp: 36, Humidity: 79, Light: 185, Time: 06:48:39, Recorded By: Sensor2
Date: 2024-01-02, Temp: 33, Humidity: 89, Light: 271, Time: 19:22:10, Recorded By: Sensor3
